reserva_id,codigo_reserva,numero_ticket,vuelo_id,pasaporte_comprador,nombre_comprador,nacionalidad_comprador,fecha_nacimiento_comprador,numero_asiento,clase,comida_y_maleta,pasaporte_pasajero,nombre_pasajero,nacionalidad_pasajero,fecha_nacimiento_pasajero
3887,NCY5615-3887,2433,116,V03976673,Mark Greene,Chilena,1998-12-09,27,Ejecutiva,VERDADERO,G96421276,Alexander Martin,Estadounidense,1980-04-24
3396,ADC6283-3396,2806,127,H44001820,Ann Robertson,Venezolana,1998-04-27,13,Economica,FALSO,H44001820,Ann Robertson,Venezolana,1998-04-27
2339,MPH1782-2339,3174,118,D64763364,James Johnson,Chilena,1994-06-09,14,Primera clase,FALSO,G15489494,Anthony Francis,Argentina,1988-02-13
1016,UAN2468-1016,2975,99,F09235820,Katrina Frye,Chilena,1995-10-11,13,Economica,FALSO,D39176940,Patrick Choi,Chilena,1985-06-26
1430,MPH1782-1430,2725,118,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,4,Economica,FALSO,P84627985,Meghan Davis,Chilena,1970-11-15
2414,ADC8249-2414,8608,119,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,26,Economica,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
2029,AZI6476-2029,5120,101,J34719947,Heather Scott,Estadounidense,1973-05-02,4,Economica,FALSO,F69466449,Jennifer Eaton,Chilena,1995-08-29
1080,LUD5927-1080,9560,102,R56995721,David Keller,Venezolana,1975-07-24,28,Ejecutiva,FALSO,R56995721,David Keller,Venezolana,1975-07-24
3951,MPH1782-3951,4102,118,C59429415,Brian Garcia,Chilena,1992-04-20,27,Economica,VERDADERO,S05106445,Gregory Andrade,Mexicana,1984-12-20
3293,ADC8249-3293,3081,119,C59429415,Brian Garcia,Chilena,1992-04-20,27,Ejecutiva,VERDADERO,C63211080,Brian Mitchell,Chilena,1983-05-04
3543,LAW6318-3543,6020,96,N55362278,Laura Marshall,Chilena,1991-05-19,24,Ejecutiva,FALSO,N55362278,Laura Marshall,Chilena,1991-05-19
2123,IBE2338-2123,1340,104,J46610530,Andrew Torres,Alemana,1981-12-01,18,Economica,VERDADERO,V79731274,Corey Elliott,Venezolana,1979-10-04
3752,UCA4751-3752,9750,107,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,27,Economica,FALSO,N47846939,John Lee,Italiana,1996-01-25
3591,LAT5532-3591,5408,100,P11550487,Maria Perez,Francesa,1996-08-11,3,Economica,FALSO,P11550487,Maria Perez,Francesa,1996-08-11
3463,LAT2175-3463,6990,132,V79731274,Corey Elliott,Venezolana,1979-10-04,24,Primera clase,FALSO,F23633774,Amanda Ruiz,Francesa,1977-07-09
444,KAI3589-0444,5552,115,X66304032,Victoria Odom,Francesa,1986-12-04,4,Economica,FALSO,J76795477,Mikayla White,Argentina,1984-09-30
3298,LUD7177-3298,2781,121,C59429415,Brian Garcia,Chilena,1992-04-20,9,Ejecutiva,VERDADERO,O85238546,Sheri Mcdonald,Argentina,1984-03-14
4247,UAN2468-4247,4209,99,N49905893,Emma Scott,Chilena,1989-07-29,21,Economica,VERDADERO,Y13424296,Katherine Perez,Mexicana,1978-07-29
3339,EAL7933-3339,2938,123,N47846939,John Lee,Italiana,1996-01-25,30,Economica,FALSO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
3832,KEA7139-3832,705,113,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,26,Economica,FALSO,F69466449,Jennifer Eaton,Chilena,1995-08-29
1722,LRC9669-1722,2755,130,N07672370,Kevin Wilson,Uruguaya,1986-09-11,1,Primera clase,FALSO,C63211080,Brian Mitchell,Chilena,1983-05-04
3376,XLE3285-3376,5335,125,T72132858,Kathy Luna,Chilena,1990-07-13,8,Economica,VERDADERO,T72132858,Kathy Luna,Chilena,1990-07-13
181,BTA9626-0181,1805,103,F89276118,Todd Wilkins,Italiana,1991-01-30,4,Ejecutiva,FALSO,F89276118,Todd Wilkins,Italiana,1991-01-30
3421,LRC9669-3421,9048,130,B30315997,Tina Shaw,Estadounidense,1996-10-26,17,Primera clase,VERDADERO,S03830222,Amanda Andrade,Italiana,1993-11-06
4186,LAT2175-4186,3100,132,T33834498,Alejandro Allen,Chilena,1992-05-20,14,Economica,FALSO,T33834498,Alejandro Allen,Chilena,1992-05-20
945,LAW1134-0945,9315,97,N15841852,John Mcneil,Chilena,1981-06-15,7,Economica,VERDADERO,N15841852,John Mcneil,Chilena,1981-06-15
2739,LAT5532-2739,5390,100,R17782317,Zachary Davenport,Venezolana,1971-12-29,14,Economica,FALSO,R17782317,Zachary Davenport,Venezolana,1971-12-29
3591,LAT5532-3591,1970,100,P11550487,Maria Perez,Francesa,1996-08-11,5,Economica,FALSO,G69357980,Jerry Park,Argentina,1980-06-28
2844,AZI6476-2844,9497,101,O04335063,Jonathan Sims,Estadounidense,1974-04-13,11,Economica,VERDADERO,T18212951,Joel Compton,Argentina,1991-03-03
2597,KAI7891-2597,4866,133,N15841852,John Mcneil,Chilena,1981-06-15,8,Ejecutiva,FALSO,F70729457,Justin Hudson,Chilena,1994-02-12
2262,COG7539-2262,7726,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,28,Economica,VERDADERO,F69466449,Jennifer Eaton,Chilena,1995-08-29
1749,KAI7891-1749,148,133,I63697476,Emily Sullivan,Venezolana,1991-07-25,26,Economica,FALSO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
4800,ADC6283-4800,8291,127,I78807927,Robert Kelly,Chilena,1975-02-26,20,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,1975-02-26
4646,NCY5615-4646,7073,116,I19062847,Christopher Garcia,Chilena,1986-12-06,5,Economica,VERDADERO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
3394,QAF4466-3394,1065,126,J46610530,Andrew Torres,Alemana,1981-12-01,26,Economica,FALSO,S05106445,Gregory Andrade,Mexicana,1984-12-20
3405,BTA8394-3405,4849,128,G69357980,Jerry Park,Argentina,1980-06-28,23,Primera clase,FALSO,X49704522,James Rojas,Chilena,1986-05-29
4064,XLE3285-4064,4193,125,X66304032,Victoria Odom,Francesa,1986-12-04,15,Economica,VERDADERO,N49905893,Emma Scott,Chilena,1989-07-29
4660,EAL8271-4660,2163,117,V79731274,Corey Elliott,Venezolana,1979-10-04,20,Economica,VERDADERO,H23592194,Ethan Gilbert,Uruguaya,1975-12-30
873,KAI7891-0873,9807,133,Y05451726,Kathleen Johnson,Chilena,1973-02-24,7,Economica,FALSO,T72132858,Kathy Luna,Chilena,1990-07-13
3366,IBE8751-3366,6581,124,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,14,Ejecutiva,FALSO,X49704522,James Rojas,Chilena,1986-05-29
1007,COG3144-1007,6515,98,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,13,Economica,VERDADERO,J86333952,Leslie Howard,Venezolana,1971-09-22
174,LUD5927-0174,6357,102,I78807927,Robert Kelly,Chilena,1975-02-26,14,Economica,FALSO,I78807927,Robert Kelly,Chilena,1975-02-26
2271,XLE5111-2271,1179,112,P84627985,Meghan Davis,Chilena,1970-11-15,9,Ejecutiva,FALSO,F89276118,Todd Wilkins,Italiana,1991-01-30
4523,KEA7139-4523,2006,113,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,28,Economica,FALSO,W23173820,Gabrielle Alvarez,Argentina,1992-11-04
629,EAL7933-0629,8752,123,I63697476,Emily Sullivan,Venezolana,1991-07-25,25,Economica,VERDADERO,P34583903,Kelsey Huff,Estadounidense,1972-08-08
1975,COG3144-1975,6070,98,R10584802,John Luna,Chilena,1983-11-04,15,Economica,FALSO,Y13424296,Katherine Perez,Mexicana,1978-07-29
2625,LAW1134-2625,90,97,N47846939,John Lee,Italiana,1996-01-25,3,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,1996-05-05
4263,LAT5532-4263,4776,100,V03976673,Mark Greene,Chilena,1998-12-09,8,Economica,FALSO,T72132858,Kathy Luna,Chilena,1990-07-13
3366,IBE8751-3366,6996,124,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,2,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
2133,LAW6351-2133,1090,105,Y13424296,Katherine Perez,Mexicana,1978-07-29,22,Ejecutiva,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
2633,COG3144-2633,5203,98,I19062847,Christopher Garcia,Chilena,1986-12-06,9,Economica,FALSO,,,,
1051,AZI6476-1051,9059,101,Z87364523,Samantha Martin,Alemana,1981-03-26,5,Economica,VERDADERO,T72132858,Kathy Luna,Chilena,1990-07-13
4265,AZI6476-4265,1968,101,Q62966391,Patricia Parker,Mexicana,1994-08-07,21,Ejecutiva,FALSO,L87663260,Heather Bolton,Estadounidense,1982-09-17
1975,COG3144-1975,7107,98,R10584802,John Luna,Chilena,1983-11-04,20,Economica,FALSO,Y88079794,Gregory Bradley,Chilena,1986-04-18
4004,EAL7933-4004,4165,123,I71542181,Alfred Martin Jr.,Chilena,1989-11-10,27,Economica,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
2543,COG4299-2543,1548,129,N49905893,Emma Scott,Chilena,1989-07-29,26,Primera clase,FALSO,N55362278,Laura Marshall,Chilena,1991-05-19
3887,NCY5615-3887,9607,116,V03976673,Mark Greene,Chilena,1998-12-09,31,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
2220,LAM9554-2220,7617,109,L87663260,Heather Bolton,Estadounidense,1982-09-17,16,Ejecutiva,VERDADERO,P11550487,Maria Perez,Francesa,1996-08-11
1155,QAF6392-1155,3107,106,Q62966391,Patricia Parker,Mexicana,1994-08-07,20,Primera clase,FALSO,X49704522,James Rojas,Chilena,1986-05-29
221,QAF6392-0221,927,106,F69466449,Jennifer Eaton,Chilena,1995-08-29,13,Primera clase,VERDADERO,F69466449,Jennifer Eaton,Chilena,1995-08-29
834,LRC9669-0834,707,130,J46610530,Andrew Torres,Alemana,1981-12-01,10,Economica,VERDADERO,N55362278,Laura Marshall,Chilena,1991-05-19
1970,LAW1134-1970,9352,97,Z87364523,Samantha Martin,Alemana,1981-03-26,18,Ejecutiva,VERDADERO,L87663260,Heather Bolton,Estadounidense,1982-09-17
4926,LAM9574-4926,7305,131,A17367163,Jane Berger,Italiana,1987-05-29,17,Ejecutiva,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
2440,ETA6742-2440,7103,120,T18212951,Joel Compton,Argentina,1991-03-03,12,Ejecutiva,VERDADERO,T18212951,Joel Compton,Argentina,1991-03-03
3147,KEA7139-3147,3360,113,J39937043,Danielle Johnson,Mexicana,1981-12-18,24,Ejecutiva,VERDADERO,Q76465555,Isaiah Wood,Francesa,1980-11-05
4727,LUD7177-4727,4588,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,14,Ejecutiva,VERDADERO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
3396,ADC6283-3396,8335,127,H44001820,Ann Robertson,Venezolana,1998-04-27,16,Economica,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
2276,KEA7139-2276,1929,113,R17782317,Zachary Davenport,Venezolana,1971-12-29,14,Ejecutiva,VERDADERO,R17782317,Zachary Davenport,Venezolana,1971-12-29
4209,XLE7933-4209,81,95,M25657749,Casey Bennett,Estadounidense,1984-03-12,20,Economica,VERDADERO,T18212951,Joel Compton,Argentina,1991-03-03
4634,KAI3589-4634,8309,115,T72132858,Kathy Luna,Chilena,1990-07-13,19,Primera clase,VERDADERO,Q76465555,Isaiah Wood,Francesa,1980-11-05
4150,BTA8394-4150,2766,128,N15841852,John Mcneil,Chilena,1981-06-15,29,Economica,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
174,LUD5927-0174,8435,102,I78807927,Robert Kelly,Chilena,1975-02-26,27,Economica,VERDADERO,S03830222,Amanda Andrade,Italiana,1993-11-06
3978,LUD7177-3978,9739,121,G15489494,Anthony Francis,Argentina,1988-02-13,17,Ejecutiva,VERDADERO,I63697476,Emily Sullivan,Venezolana,1991-07-25
1678,ADC6283-1678,4775,127,N47846939,John Lee,Italiana,1996-01-25,26,Economica,VERDADERO,N47846939,John Lee,Italiana,1996-01-25
3298,LUD7177-3298,7542,121,C59429415,Brian Garcia,Chilena,1992-04-20,8,Ejecutiva,FALSO,F70729457,Justin Hudson,Chilena,1994-02-12
4727,LUD7177-4727,4792,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,13,Ejecutiva,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
2301,EAL8271-2301,7215,117,W23173820,Gabrielle Alvarez,Argentina,1992-11-04,24,Economica,FALSO,W23173820,Gabrielle Alvarez,Argentina,1992-11-04
4064,XLE3285-4064,8737,125,X66304032,Victoria Odom,Francesa,1986-12-04,13,Ejecutiva,VERDADERO,R17782317,Zachary Davenport,Venezolana,1971-12-29
2054,BTA9626-2054,5672,103,J39937043,Danielle Johnson,Mexicana,1981-12-18,8,Economica,VERDADERO,Z87364523,Samantha Martin,Alemana,1981-03-26
3836,ETA7128-3836,4668,114,F15206543,Kristen Harris,Chilena,1972-11-25,13,Economica,FALSO,T72132858,Kathy Luna,Chilena,1990-07-13
4372,IBE2338-4372,9630,104,L97895867,Sarah Williams,Uruguaya,1992-11-06,7,Primera clase,FALSO,L97895867,Sarah Williams,Uruguaya,1992-11-06
2540,ADC6283-2540,5030,127,T18212951,Joel Compton,Argentina,1991-03-03,30,Primera clase,FALSO,N68461604,Gary Vasquez,Chilena,1984-11-21
894,XLE7933-0894,7883,95,S05106445,Gregory Andrade,Mexicana,1984-12-20,30,Ejecutiva,VERDADERO,S05106445,Gregory Andrade,Mexicana,1984-12-20
2414,ADC8249-2414,8296,119,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,16,Economica,VERDADERO,F23633774,Amanda Ruiz,Francesa,1977-07-09
1726,LAM9574-1726,6576,131,J46610530,Andrew Torres,Alemana,1981-12-01,2,Economica,VERDADERO,O41678476,Andrew Malone,Argentina,1996-06-24
2578,LAT2175-2578,8371,132,Y88079794,Gregory Bradley,Chilena,1986-04-18,23,Economica,VERDADERO,O04335063,Jonathan Sims,Estadounidense,1974-04-13
736,XLE3285-0736,4956,125,D64763364,James Johnson,Chilena,1994-06-09,11,Economica,FALSO,,,,
1515,NCY1133-1515,6869,122,C63211080,Brian Mitchell,Chilena,1983-05-04,27,Economica,FALSO,X91486662,Heather Smith,Chilena,1976-11-13
3772,UAN2881-3772,7558,108,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,30,Economica,FALSO,S03830222,Amanda Andrade,Italiana,1993-11-06
1016,UAN2468-1016,4985,99,F09235820,Katrina Frye,Chilena,1995-10-11,6,Primera clase,FALSO,O01507856,James Hunter,Chilena,1995-05-14
4158,COG4299-4158,9966,129,P11550487,Maria Perez,Francesa,1996-08-11,24,Primera clase,FALSO,N68461604,Gary Vasquez,Chilena,1984-11-21
4758,NCY1133-4758,5129,122,J39937043,Danielle Johnson,Mexicana,1981-12-18,20,Economica,FALSO,J39937043,Danielle Johnson,Mexicana,1981-12-18
2515,QAF4466-2515,2382,126,T18212951,Joel Compton,Argentina,1991-03-03,21,Economica,VERDADERO,T18212951,Joel Compton,Argentina,1991-03-03
2123,IBE2338-2123,4249,104,J46610530,Andrew Torres,Alemana,1981-12-01,12,Economica,FALSO,J46610530,Andrew Torres,Alemana,1981-12-01
4470,LRC4743-4470,8880,110,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,27,Ejecutiva,VERDADERO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
1155,QAF6392-1155,4462,106,Q62966391,Patricia Parker,Mexicana,1994-08-07,28,Primera clase,VERDADERO,Q62966391,Patricia Parker,Mexicana,1994-08-07
843,LAT2175-0843,7472,132,G69357980,Jerry Park,Argentina,1980-06-28,13,Ejecutiva,FALSO,G69357980,Jerry Park,Argentina,1980-06-28
4247,UAN2468-4247,7594,99,N49905893,Emma Scott,Chilena,1989-07-29,27,Primera clase,FALSO,L97895867,Sarah Williams,Uruguaya,1992-11-06
3059,COG7539-3059,1545,111,J33947155,Amanda Mccarthy,Venezolana,1995-08-25,32,Economica,FALSO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
1642,QAF4466-1642,994,126,V79731274,Corey Elliott,Venezolana,1979-10-04,29,Ejecutiva,FALSO,V79731274,Corey Elliott,Venezolana,1979-10-04
3543,LAW6318-3543,9017,96,N55362278,Laura Marshall,Chilena,1991-05-19,21,Primera clase,FALSO,R10584802,John Luna,Chilena,1983-11-04
1007,COG3144-1007,6779,98,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,29,Primera clase,FALSO,S03830222,Amanda Andrade,Italiana,1993-11-06
